nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000277,Richard Attenborough,1923,2014,"actor,producer,director","tt0060934,tt0083987,tt0107290,tt0057115"
nm0000278,Pernilla August,1958,\N,"actress,director,writer","tt0120915,tt0121765,tt0115164,tt0104350"
nm0000279,Hank Azaria,1964,\N,"actor,soundtrack,producer","tt1839481,tt0096697,tt0115685,tt0132347"
nm0000280,Catherine Bach,1954,\N,"actress,soundtrack","tt0119025,tt0072288,tt0078607,tt1414382"
nm0000281,Scott Baio,1960,\N,"actor,director,producer","tt0270846,tt0070992,tt0367279,tt0281680"
nm0000282,Scott Bairstow,1970,\N,actor,"tt0119925,tt0120512,tt0283084,tt0182587"
nm0000283,Brenda Bakke,1963,\N,actress,"tt0119488,tt0107144,tt0114608,tt0114781"
nm0000284,Adam Baldwin,1962,\N,"actor,soundtrack","tt0093058,tt0379786,tt0187393,tt0116629"
nm0000285,Alec Baldwin,1958,\N,"actor,producer,soundtrack","tt0104348,tt0318374,tt0407887,tt1230414"
nm0000286,Stephen Baldwin,1966,\N,"actor,producer,director","tt0158622,tt0486583,tt0114814,tt0115683"
nm0000287,William Baldwin,1963,\N,"actor,producer,stunts","tt0101393,tt0367089,tt0113010,tt0108162"
nm0000288,Christian Bale,1974,\N,"actor,producer,soundtrack","tt0372784,tt0468569,tt1800241,tt0144084"
nm0000289,Ellen Barkin,1954,\N,"actress,producer","tt0086856,tt0157503,tt0116277,tt0108330"
nm0000291,Angela Bassett,1958,\N,"actress,producer,director","tt9114286,tt0118884,tt1825683,tt0114558"
nm0000292,Michelle Bauer,1958,\N,"actress,miscellaneous,costume_department","tt0094998,tt0181017,tt0094734,tt0103213"
nm0000293,Sean Bean,1959,\N,"actor,producer,animation_department","tt0120737,tt0944947,tt1181791,tt0167261"
nm0000294,Amanda Bearse,1958,\N,"actress,director,producer","tt0092400,tt0089175,tt0255132,tt0247121"
nm0000295,Kate Beckinsale,1973,\N,"actress,producer,soundtrack","tt0320691,tt0452702,tt0401855,tt0338526"
nm0000296,Robert Beltran,1953,\N,"actor,soundtrack","tt0113987,tt0112178,tt0101516,tt0087799"
nm0000297,Tom Berenger,1949,\N,"actor,producer,writer","tt0091763,tt1375666,tt0097815,tt0085244"
nm0000298,Candice Bergen,1946,\N,"actress,producer,soundtrack","tt0256415,tt0094514,tt0901476,tt0212346"
nm0000299,Michael Biehn,1956,\N,"actor,producer,director","tt1077258,tt0088247,tt0096754,tt0090605"
nm0000300,Juliette Binoche,1964,\N,"actress,art_department,miscellaneous","tt1020773,tt2452254,tt1219827,tt0116209"
nm0000301,Thora Birch,1982,\N,"actress,producer,director","tt0105112,tt0169547,tt0162346,tt0107120"
nm0000302,Jacqueline Bisset,1944,\N,"actress,soundtrack,producer","tt0088322,tt0071877,tt0062765,tt0421054"
nm0000303,Honor Blackman,1925,2020,"actress,soundtrack","tt0058150,tt0057197,tt0054518,tt0243155"
nm0000304,Linda Blair,1959,\N,"actress,soundtrack,producer","tt0070047,tt0076009,tt0082511,tt0088044"
nm0000305,Mel Blanc,1908,1989,"actor,soundtrack,music_department","tt0094939,tt0096438,tt0078915,tt0077278"
nm0000306,Brian Blessed,1936,\N,"actor,soundtrack,director","tt0120915,tt0120855,tt0107616,tt0080745"
nm0000307,Helena Bonham Carter,1966,\N,"actress,soundtrack,director","tt1707386,tt0137523,tt0408236,tt1504320"
nm0000308,Ernest Borgnine,1917,2012,"actor,soundtrack,producer","tt0069113,tt0086662,tt0048356,tt0082340"
nm0000310,Bruce Boxleitner,1950,\N,"actor,soundtrack,producer","tt0871427,tt0084827,tt0105946,tt1104001"
nm0000311,Annie Rosar,1888,1963,"actress,soundtrack","tt0052996,tt0041552,tt0034396,tt0034800"
nm0000312,Amy Brenneman,1964,\N,"actress,producer,writer","tt0209069,tt0116287,tt0113277,tt0411061"
nm0000313,Jeff Bridges,1949,\N,"actor,soundtrack,producer","tt0088172,tt1403865,tt0118715,tt1263670"
nm0000314,Charles Bronson,1921,2003,actor,"tt0064116,tt0071402,tt0054047,tt0057115"
nm0000315,Louise Brooks,1906,1985,"actress,soundtrack","tt0021273,tt0017382,tt0018737,tt0021917"
nm0000316,Mel Brooks,1926,\N,"actor,writer,soundtrack","tt0071230,tt0395251,tt0094012,tt0082517"
nm0000317,Clancy Brown,1959,\N,"actor,soundtrack,producer","tt0409847,tt1179056,tt0111161,tt0120201"
nm0000319,Yancy Butler,1970,\N,"actress,producer","tt1250777,tt1650554,tt0274298,tt0107076"
nm0000320,Luis Bu̱uel,1900,1983,"writer,director,actor","tt0068361,tt0056732,tt0075824,tt0061395"
nm0000321,Gabriel Byrne,1950,\N,"actor,producer,writer","tt7784604,tt0146675,tt0100150,tt0114814"
nm0000322,Emmanuelle B̩art,1963,\N,"actress,soundtrack","tt0113947,tt0283832,tt0109731,tt0117060"
nm0000323,Michael Caine,1933,\N,"actor,producer,soundtrack","tt0124315,tt0468569,tt0482571,tt0258068"
nm0000324,Barbara Carrera,1945,\N,"actress,soundtrack","tt0085862,tt0076210,tt0084112,tt0086006"
nm0000325,David Caruso,1956,\N,"actor,producer","tt0228750,tt0106079,tt0261983,tt0083944"
nm0000326,Kim Cattrall,1956,\N,"actress,producer,soundtrack","tt1000774,tt0102975,tt0159206,tt1261945"
nm0000327,Lacey Chabert,1982,\N,"actress,producer,soundtrack","tt0277371,tt0454082,tt0120738,tt0377092"
nm0000328,Richard Chamberlain,1934,\N,"actor,soundtrack,producer","tt0085101,tt0076299,tt0073012,tt0072308"
nm0000329,Jackie Chan,1954,\N,"producer,actor,stunts","tt0089374,tt0266915,tt0120812,tt0127357"
nm0000330,Stockard Channing,1944,\N,"actress,soundtrack","tt0108149,tt0120791,tt0198021,tt0077631"
nm0000331,Chevy Chase,1943,\N,"actor,writer,soundtrack","tt0104850,tt0080487,tt0085995,tt0092086"
nm0000332,Don Cheadle,1964,\N,"actor,producer,soundtrack","tt0395169,tt0790770,tt1540133,tt0375679"
nm0000333,Cher,1946,\N,"music_artist,soundtrack,actress","tt0093565,tt1126591,tt0100140,tt0089560"
nm0000334,Chow Yun-Fat,1955,\N,"actor,writer,soundtrack","tt0190332,tt0473444,tt0120008,tt1098327"
nm0000335,Glenn Close,1947,\N,"actress,soundtrack,producer","tt3750872,tt0093010,tt0094947,tt2015381"
nm0000336,James Coburn,1928,2002,"actor,producer,director","tt0057115,tt0054047,tt0118564,tt0056923"
nm0000337,Rachael Leigh Cook,1979,\N,"actress,producer,writer","tt0331811,tt11100856,tt0160862,tt5659816"
nm0000339,Roger Corman,1926,\N,"producer,director,actor","tt0102926,tt0099612,tt0091419,tt0061189"
nm0000340,Cindy Crawford,1966,\N,"actress,producer,soundtrack","tt0113010,tt0186549,tt1441109,tt0120577"
nm0000342,James Cromwell,1940,\N,"actor,producer,soundtrack","tt0120689,tt0119488,tt0117731,tt0144214"
nm0000343,David Cronenberg,1943,\N,"actor,director,writer","tt0115964,tt0091064,tt0094964,tt0120907"
nm0000344,Denise Crosby,\N,\N,"actress,producer","tt0097889,tt0120647,tt0098084,tt0104119"
nm0000345,Billy Crystal,1948,\N,"actor,writer,producer","tt0113097,tt0098635,tt0122933,tt0101587"
nm0000346,Macaulay Culkin,1980,\N,"actor,producer,director","tt0099785,tt0107034,tt0102492,tt0104431"
nm0000347,Tim Curry,1946,\N,"actor,soundtrack,producer","tt0112715,tt0073629,tt0108333,tt0088930"
nm0000348,Tony Curtis,1925,2010,"actor,producer,soundtrack","tt0054331,tt0066701,tt0053291,tt0051036"
nm0000349,Joan Cusack,1962,\N,"actress,soundtrack,writer","tt1659337,tt0119229,tt0119360,tt0096463"
nm0000350,Beverly D'Angelo,1951,\N,"actress,soundtrack,producer","tt0097958,tt0120434,tt0120586,tt0085995"
nm0000351,Donna D'Errico,1968,\N,"actress,director,producer","tt7235466,tt4459134,tt4270458,tt12861508"
nm0000352,Vincent D'Onofrio,1959,\N,"actor,producer,soundtrack","tt0209958,tt0093058,tt0369610,tt0119654"
nm0000353,Willem Dafoe,1955,\N,"actor,soundtrack,producer","tt6938828,tt0145487,tt5649144,tt7984734"
nm0000354,Matt Damon,1970,\N,"producer,actor,soundtrack","tt0119217,tt0407887,tt3659388,tt0134119"
nm0000355,Anthony Daniels,1946,\N,"actor,producer,writer","tt0080684,tt0076759,tt2488496,tt2527336"
nm0000356,Sybil Danning,\N,\N,"actress,producer,writer","tt0080421,tt0085672,tt0072281,tt0373883"
nm0000357,Lolita Davidovich,1961,\N,actress,"tt0096943,tt0092513,tt0329717,tt0110146"
nm0000358,Daniel Day-Lewis,1957,\N,"actor,music_department,soundtrack","tt0104691,tt0469494,tt0443272,tt0217505"
nm0000359,Olivier De Fun̬s,1949,\N,"actor,writer,soundtrack","tt0060475,tt0064425,tt0250077,tt0065848"
nm0000360,Rebecca De Mornay,1959,\N,"actress,soundtrack,producer","tt0104389,tt0089941,tt0086200,tt0396269"
nm0000362,Danny DeVito,1944,\N,"actor,producer,director","tt0103776,tt0094142,tt0098621,tt0117008"
nm0000363,Loren Dean,1969,\N,"actor,soundtrack","tt0120660,tt0186566,tt0098258,tt0112384"
nm0000364,Sandra Dee,1942,2005,"actress,soundtrack","tt0052918,tt0054759,tt0056093,tt0052847"
nm0000365,Julie Delpy,1969,\N,"actress,writer,producer","tt0381681,tt0841044,tt0111507,tt0112471"
nm0000366,Catherine Deneuve,1943,\N,"actress,soundtrack,producer","tt0168629,tt0061395,tt0059646,tt0283832"
nm0000367,G̩rard Depardieu,1948,\N,"actor,producer,soundtrack","tt0099334,tt0099699,tt0103594,tt0120744"
nm0000368,Laura Dern,1967,\N,"actress,producer,writer","tt0107290,tt0090756,tt2305051,tt7653254"
nm0000369,Matt Dillon,1964,\N,"actor,director,producer","tt0129387,tt0097240,tt4003440,tt0375679"
nm0000370,Walt Disney,1901,1966,"producer,actor,director","tt0048280,tt0029583,tt0034492,tt0058331"
nm0000371,Ami Dolenz,1969,\N,"actress,producer,miscellaneous","tt0092718,tt0056758,tt0110913,tt0107949"
nm0000372,Amanda Donohoe,1962,\N,"actress,producer","tt0090466,tt0119528,tt0110428,tt0095488"
nm0000373,Michael Dorn,1952,\N,"actor,director,soundtrack","tt0111280,tt0117731,tt0120844,tt0102975"
nm0000374,Brad Dourif,1950,\N,actor,"tt0073486,tt0095647,tt0167261,tt0099528"
nm0000375,Robert Downey Jr.,1965,\N,"actor,producer,soundtrack","tt1300854,tt4154796,tt0371746,tt0988045"
nm0000376,Fran Drescher,1957,\N,"writer,actress,producer","tt0106080,tt0837562,tt0098546,tt0118691"
nm0000377,Richard Dreyfuss,1947,\N,"actor,producer,soundtrack","tt0075860,tt0069704,tt0073195,tt0076095"
nm0000378,Minnie Driver,1970,\N,"actress,soundtrack,producer","tt0119217,tt0112679,tt0496343,tt5592146"
nm0000379,Kirsten Dunst,1982,\N,"actress,producer,soundtrack","tt0110367,tt1527186,tt0145487,tt0110148"
nm0000380,Robert Duvall,1931,\N,"actor,producer,soundtrack","tt0316356,tt0068646,tt0086423,tt0118632"
nm0000381,Anthony Edwards,1962,\N,"actor,producer,director","tt0108757,tt0088000,tt0092099,tt0443706"
nm0000383,Jennifer Ehle,1969,\N,actress,"tt4919484,tt0112130,tt2392830,tt1790885"
nm0000385,Sam Elliott,1944,\N,"actor,producer,soundtrack","tt0098206,tt1517451,tt0118715,tt5655222"
nm0000387,Robert Englund,1947,\N,"actor,miscellaneous,soundtrack","tt0095742,tt0087800,tt0093629,tt0329101"
nm0000388,R. Lee Ermey,1944,2018,"actor,miscellaneous,producer","tt0093058,tt0095647,tt0324216,tt0114369"
nm0000389,Emilio Estevez,1962,\N,"actor,director,producer","tt3294746,tt0100994,tt0308055,tt1441912"
nm0000391,Rupert Everett,1959,\N,"actor,soundtrack,producer","tt0109592,tt2404639,tt0119738,tt0122541"
nm0000392,Morgan Fairchild,1950,\N,"actress,soundtrack,producer","tt1754944,tt0084652,tt0108778,tt0081858"
nm0000393,Peter Falk,1927,2011,"actor,producer,soundtrack","tt1466074,tt0074937,tt0093779,tt0281322"
nm0000394,Chris Farley,1964,1997,"actor,soundtrack,stunts","tt0115697,tt0118708,tt0114694,tt0106598"
nm0000395,Terry Farrell,1963,\N,"actress,soundtrack","tt0090685,tt0174378,tt0104409,tt0106145"
nm0000396,Farrah Fawcett,1947,2009,"actress,producer,soundtrack","tt0073972,tt0082136,tt0079285,tt0074812"
nm0000397,Corey Feldman,1971,\N,"actor,producer,soundtrack","tt0093437,tt0092005,tt0087298,tt0089218"
nm0000398,Sally Field,1946,\N,"actress,producer,soundtrack","tt0109830,tt0076729,tt0098384,tt0443272"
nm0000400,Linda Fiorentino,1958,\N,"actress,soundtrack","tt0120655,tt0110308,tt0088680,tt0119654"
nm0000401,Laurence Fishburne,1961,\N,"actor,producer,director","tt0234215,tt0327056,tt1598778,tt0133093"
nm0000402,Carrie Fisher,1956,2016,"actress,miscellaneous,soundtrack","tt2527336,tt0080684,tt0076759,tt0086190"
nm0000403,Bridget Fonda,1964,\N,"actress,soundtrack","tt0120324,tt0105414,tt0107843,tt0139414"
nm0000404,Jane Fonda,1937,\N,"actress,producer,soundtrack","tt0062711,tt0077362,tt0067309,tt3312830"
nm0000405,Michelle Forbes,1965,\N,actress,"tt0116225,tt0844441,tt0107302,tt1951266"
nm0000406,John Ford,1894,1973,"director,producer,actor","tt0031971,tt0032551,tt0045061,tt0056217"
nm0000407,Vivica A. Fox,1964,\N,"actress,producer,director","tt0266697,tt0118688,tt0116629,tt1628841"
nm0000408,Jonathan Frakes,1952,\N,"actor,director,producer","tt0111280,tt0253754,tt0117731,tt0120844"
nm0000409,Brendan Fraser,1968,\N,"actor,producer,soundtrack","tt0375679,tt0209163,tt13833688,tt0120616"
nm0000410,Stephen Fry,1957,\N,"actor,writer,producer","tt0120514,tt0434409,tt0280707,tt0371724"
nm0000411,Edward Furlong,1977,\N,"actor,producer,soundtrack","tt0990407,tt0165710,tt0120586,tt0103064"
nm0000412,Andy Garcia,1956,\N,"actor,producer,soundtrack","tt0240772,tt0343996,tt0349903,tt0099674"
nm0000413,Janeane Garofalo,1964,\N,"actress,writer,producer","tt0117979,tt0382932,tt0243655,tt0132347"
nm0000414,Teri Garr,1947,\N,"actress,soundtrack,miscellaneous","tt0075860,tt0072431,tt0085970,tt0084805"
nm0000415,Jami Gertz,1965,\N,"actress,producer,executive","tt0117998,tt0093437,tt0320970,tt0088128"
nm0000416,Terry Gilliam,1940,\N,"writer,actor,animation_department","tt0085959,tt0071853,tt1054606,tt0088846"
nm0000417,Crispin Glover,1964,\N,"actor,soundtrack,producer","tt0118141,tt1898069,tt0310357,tt0091860"
nm0000418,Danny Glover,1946,\N,"actor,producer,director","tt0122151,tt0104714,tt0093409,tt1190080"
nm0000420,Valeria Golino,1965,\N,"actress,director,producer","tt0095953,tt0107144,tt8613070,tt0102059"
nm0000421,Cuba Gooding Jr.,1968,\N,"actor,producer,soundtrack","tt0316465,tt0116695,tt0203019,tt0114069"
nm0000422,John Goodman,1952,\N,"actor,soundtrack,producer","tt1024648,tt1907668,tt1179933,tt0101410"
nm0000423,Serena Grandi,1958,\N,actress,"tt2358891,tt0089598,tt0089271,tt0104123"
nm0000424,Hugh Grant,1960,\N,"actor,soundtrack","tt0314331,tt0109831,tt0125439,tt0276751"
nm0000426,Jennifer Grey,1960,\N,"actress,producer,soundtrack","tt0092890,tt2013293,tt0087985,tt0091042"
nm0000427,Pam Grier,1949,\N,"actress,soundtrack,writer","tt0069897,tt0119396,tt0228333,tt0071517"
nm0000429,Melanie Griffith,1957,\N,"actress,producer","tt0086984,tt0117107,tt0096463,tt0091983"
nm0000430,Steve Guttenberg,1958,\N,"actor,producer,soundtrack","tt0091949,tt0087928,tt0098966,tt0094137"
nm0000432,Gene Hackman,1930,\N,"actor,soundtrack,producer","tt0265666,tt0067116,tt0105695,tt0071360"
nm0000433,Corey Haim,1971,2010,"actor,producer,soundtrack","tt0091445,tt0095519,tt0093437,tt1121931"
nm0000434,Mark Hamill,\N,\N,"actor,soundtrack,producer","tt0080684,tt0086190,tt2527336,tt0076759"
nm0000435,Daryl Hannah,1960,\N,"actress,producer,soundtrack","tt0083658,tt0094291,tt0088161,tt0378194"
nm0000437,Woody Harrelson,1961,\N,"actor,producer,soundtrack","tt2356777,tt0110632,tt0117318,tt1156398"
nm0000438,Ed Harris,1950,\N,"actor,producer,director","tt0112384,tt0183659,tt0120382,tt0800308"
nm0000439,Neil Patrick Harris,1973,\N,"actor,producer,soundtrack","tt2267998,tt4834206,tt0460649,tt0120201"
nm0000440,Nina Hartley,1959,\N,"actress,director,producer","tt1282224,tt0189990,tt0167019,tt0118749"
nm0000441,Noah Hathaway,1971,\N,"actor,miscellaneous,producer","tt0077215,tt0088323,tt0076984,tt0092115"
nm0000442,Rutger Hauer,1944,2019,"actor,producer,director","tt0401792,tt1640459,tt0083658,tt0091209"
nm0000443,Goldie Hawn,1945,\N,"actress,soundtrack,producer","tt0093693,tt0104070,tt0116313,tt0081375"
nm0000444,Glenne Headly,1955,2017,actress,"tt2229499,tt0095031,tt0099422,tt0113862"
nm0000445,Dan Hedaya,1940,\N,"actor,soundtrack","tt0086979,tt0114814,tt0166924,tt0112697"
nm0000446,Mariel Hemingway,1961,\N,"actress,producer,soundtrack","tt0079522,tt0094074,tt0088960,tt0159730"
nm0000447,Marilu Henner,1952,\N,"actress,miscellaneous,producer","tt0087507,tt0077089,tt0105017,tt0102250"
nm0000448,Lance Henriksen,1940,\N,"actor,producer,miscellaneous","tt0370263,tt0090605,tt0107076,tt0114214"
nm0000449,Natasha Henstridge,1974,\N,"actress,producer,soundtrack","tt0228333,tt0114508,tt0190138,tt0120841"
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,soundtrack","tt0472062,tt1560747,tt0379725,tt0181875"
nm0000451,Gaby Hoffmann,1982,\N,"actress,soundtrack,director","tt0097351,tt0116242,tt0114011,tt0098554"
nm0000452,Lauren Holly,1963,\N,"actress,producer,soundtrack","tt0103512,tt0106770,tt0109686,tt0207201"
nm0000453,Ian Holm,1931,2020,"actor,soundtrack,animation_department","tt0088846,tt0120737,tt0167260,tt0382932"
nm0000454,Dennis Hopper,1936,2010,"actor,director,writer","tt0064276,tt0114898,tt0111257,tt0090756"
nm0000456,Holly Hunter,1958,\N,"actress,producer,soundtrack","tt3606756,tt0328538,tt0107822,tt0092699"
nm0000457,John Hurt,1940,2017,"actor,soundtrack","tt0078748,tt0080678,tt0077928,tt0087803"
nm0000458,William Hurt,1950,2022,"actor,producer","tt0399146,tt0080360,tt0092699,tt0120738"
nm0000459,Timothy Hutton,1960,\N,"actor,producer,director","tt0343737,tt0115639,tt0081283,tt1103987"
nm0000460,Jeremy Irons,1948,\N,"actor,soundtrack,producer","tt0094964,tt2094766,tt0110357,tt2975590"
nm0000461,Michael Ironside,1950,\N,"actor,producer,writer","tt0081455,tt0092099,tt0100802,tt0120201"
nm0000462,Kate Jackson,1948,\N,"actress,producer,director","tt0084293,tt0059978,tt0073972,tt0085088"
nm0000463,Famke Janssen,1964,\N,"actress,writer,director","tt0376994,tt0185371,tt0113189,tt0120903"
nm0000464,Jim Jarmusch,1953,\N,"director,writer,actor","tt0088184,tt0412019,tt1714915,tt5247022"
nm0000465,Ron Jeremy,1953,\N,"actor,director,writer","tt0120577,tt0144117,tt0165710,tt0124819"
nm0000467,Don Johnson,1949,\N,"actor,producer,soundtrack","tt0086759,tt8946378,tt1853728,tt0072730"
nm0000468,Lynn-Holly Johnson,1958,\N,"actress,director","tt0077716,tt0081738,tt0088395,tt0082398"
nm0000469,James Earl Jones,1931,\N,"actor,soundtrack","tt6105098,tt0086190,tt0099810,tt3748528"
nm0000470,Jeffrey Jones,1946,\N,"actor,soundtrack,miscellaneous","tt0091042,tt0109707,tt0086879,tt0091225"
nm0000471,Raul Julia,1940,1994,"actor,soundtrack","tt0111301,tt0089424,tt0106220,tt0101272"
nm0000472,Boris Karloff,1887,1969,"actor,soundtrack","tt0023194,tt0026138,tt0023245,tt0024894"
nm0000473,Diane Keaton,1946,\N,"actress,producer,director","tt0082979,tt0356680,tt0337741,tt0075686"
nm0000474,Michael Keaton,1951,\N,"actor,miscellaneous,producer","tt1895587,tt0096895,tt4276820,tt2562232"
nm0000475,Patsy Kensit,1968,\N,"actress,soundtrack,composer","tt0071577,tt0097733,tt0090585,tt0079268"
nm0000476,Sally Kirkland,1941,\N,"actress,producer,miscellaneous","tt0070903,tt0092569,tt0102138,tt3216866"
nm0000477,Mia Kirshner,1975,\N,actress,"tt0277371,tt0115986,tt0387877,tt0285331"
nm0000478,Tawny Kitaen,1961,2021,"actress,producer","tt2797190,tt0090327,tt0087903,tt0086927"
nm0000479,Walter Koenig,1936,\N,"actor,writer,producer","tt0092007,tt0060028,tt0102975,tt0084726"
nm0000480,Elias Koteas,1961,\N,"actor,producer","tt0120863,tt0100758,tt0822854,tt0114194"
nm0000481,Alice Krige,1954,\N,"actress,producer,writer","tt1981115,tt0105428,tt9086228,tt0117731"
nm0000482,Sylvia Kristel,1952,2012,"actress,soundtrack,director","tt0081249,tt0078740,tt0071464,tt0077497"
nm0000483,Christopher Lambert,1957,\N,"actor,producer,writer","tt0106950,tt0090095,tt0113855,tt0091203"
nm0000484,John Landis,1950,\N,"producer,director,actor","tt0080455,tt0067716,tt0086491,tt0118747"
nm0000486,Heather Langenkamp,1964,\N,"actress,special_effects,make_up_department","tt0111686,tt13444912,tt0087800,tt0094490"
nm0000488,Brandon Lee,1965,1993,"actor,miscellaneous","tt0109506,tt0102915,tt0105219,tt0099978"
nm0000489,Christopher Lee,1922,2015,"actor,soundtrack,miscellaneous","tt0167261,tt0070917,tt0121765,tt0120737"
nm0000491,John Leguizamo,1960,\N,"actor,producer,writer","tt0203009,tt0117509,tt0120177,tt0162677"
nm0000492,Jennifer Jason Leigh,1962,\N,"actress,producer,soundtrack","tt0105414,tt3460252,tt0109642,tt0108122"
nm0000493,Jack Lemmon,1925,2001,"actor,soundtrack,producer","tt0107050,tt0104348,tt0053604,tt0053291"
nm0000494,Robert Sean Leonard,1969,\N,"actor,soundtrack","tt0107616,tt0097165,tt0412142,tt0106226"
nm0000495,T̩a Leoni,1966,\N,"actress,producer,soundtrack","tt0163025,tt0218967,tt0371246,tt0120647"
nm0000496,Juliette Lewis,1973,\N,"actress,soundtrack,director","tt0116367,tt1322269,tt0101540,tt0110632"
nm0000497,Jennifer Lien,1974,\N,"actress,producer,script_department","tt0112178,tt0133189,tt0106100,tt0120586"
nm0000498,Matthew Lillard,1970,\N,"actor,soundtrack,producer","tt1033575,tt0331632,tt0133189,tt0267913"
